dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
813,염버니,8,Fire,,Rabbit Pokemon,0.3,4.5,Blaze,Libero,,50,71,40,40,40,69,310,1 Speed,45,50,62,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
814,래비풋,8,Fire,,Rabbit Pokemon,0.6,9,Blaze,Libero,,65,86,60,55,60,94,420,2 Speed,45,50,147,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
815,에이스번,8,Fire,,Striker Pokemon,1.4,33,Blaze,Libero,,80,116,75,65,75,119,530,3 Speed,45,50,265,Medium Slow,Field ,Human-Like,87.5,12.5,20,Ordinary
816,울머기,8,Water,,Water Lizard Pokemon,0.3,4,Torrent,Sniper,,50,40,40,70,40,70,310,"1 Sp. Def, 1 Speed",45,50,62,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
817,누겔레온,8,Water,,Water lizard Pokemon,0.7,11.5,Torrent,Sniper,,65,60,55,95,55,90,420,2 Sp. Atk,45,50,147,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
818,인텔리레온,8,Water,,Secret Agent Pokemon,1.9,45.2,Torrent,Sniper,,70,85,65,125,65,120,530,3 Speed,45,50,265,Medium Slow,Field ,Water 1,87.5,12.5,20,Ordinary
819,탐리스,8,Normal,,Cheeky Pokemon,0.3,2.5,Cheek Pouch,Gluttony,,70,55,55,35,35,25,275,1 HP,255,50,55,Medium Fast,Field,,50,50,20,Ordinary
820,요씽리스,8,Normal,,Greedy Pokemon,0.6,6,Cheek Pouch,Gluttony,,120,95,95,55,75,20,460,2 HP,90,50,161,Medium Fast,Field,,50,50,20,Ordinary
821,파라꼬,8,Flying,,Tiny Bird Pokemon,0.2,1.8,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,245,1 Speed,255,50,49,Medium Slow,Flying,,50,50,15,Ordinary
822,파크로우,8,Flying,,Raven Pokemon,0.8,16,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,365,2 Speed,120,50,128,Medium Slow,Flying,,50,50,15,Ordinary
823,아머까오,8,Flying,Steel,Raven Pokemon,2.2,75,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495,3 Defense,45,50,248,Medium Slow,Flying,,50,50,15,Ordinary
824,두루지벌레,8,Bug,,Larva Pokemon,0.4,8,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,180,1 Sp. Def,255,50,36,Medium Fast,Bug,,50,50,15,Ordinary
825,레돔벌레,8,Bug,Psychic,Radome Pokemon,0.4,19.5,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,335,2 Sp. Def,120,50,117,Medium Fast,Bug,,50,50,15,Ordinary
826,이올브,8,Bug,Psychic,Seven Spot Pokemon,0.4,40.8,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,3 Sp. Def,45,50,253,Medium Fast,Bug,,50,50,15,Ordinary
827,훔처우,8,Dark,,Fox Pokemon,0.6,8.9,Run Away,Unburden,Stakeout,40,28,28,47,52,50,245,1 Sp. Def,255,50,49,Fast,Field,,50,50,15,Ordinary
828,폭슬라이,8,Dark,,Fox Pokemon,1.2,19.9,Run Away,Unburden,Stakeout,70,58,58,87,92,90,455,2 Sp. Def,127,50,159,Fast,Field,,50,50,15,Ordinary
829,꼬모카,8,Grass,,Flowering Pokemon,0.4,2.2,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,250,1 Sp. Def,190,50,50,Medium Fast,Grass,,50,50,20,Ordinary
830,백솜모카,8,Grass,,Cotton Bloom Pokemon,0.5,2.5,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,460,2 Sp. Def,75,50,161,Medium Fast,Grass,,50,50,20,Ordinary
831,우르,8,Normal,,Sheep Pokemon,0.6,6,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,270,1 Defense,255,50,122,Medium Fast,Field,,50,50,15,Ordinary
832,배우르,8,Normal,,Sheep Pokemon,1.3,43,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490,2 Defense,127,50,172,Medium Fast,Field,,50,50,15,Ordinary
833,깨물부기,8,Water,,Snapping Pokemon,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,284,1 Attack,255,50,57,Medium Fast,Monster ,Water 1,50,50,20,Ordinary
834,갈가부기,8,Water,Rock,Bite Pokemon,1,115.5,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485,2 Attack,75,50,170,Medium Fast,Monster ,Water 1,50,50,20,Ordinary
835,멍파치,8,Electric,,Puppy Pokemon,0.3,13.5,Ball Fetch,Rattled,,59,45,50,40,50,26,270,1 HP,255,50,54,Fast,Field,,50,50,20,Ordinary
836,펄스멍,8,Electric,,Dog Pokemon,1,34,Strong Jaw,Competitive,,69,90,60,90,60,121,490,2 Speed,45,50,172,Fast,Field,,50,50,20,Ordinary
837,탄동,8,Rock,,Coal Pokemon,0.3,12,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,240,1 Defense,255,50,48,Medium Slow,Mineral,,50,50,15,Ordinary
838,탄차곤,8,Rock,Fire,Coal Pokemon,1.1,78,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,410,2 Defense,120,50,144,Medium Slow,Mineral,,50,50,15,Ordinary
839,석탄산,8,Rock,Fire,Coal Pokemon,2.8,310.5,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510,3 Defense,45,50,255,Medium Slow,Mineral,,50,50,15,Ordinary
840,과사삭벌레,8,Grass,Dragon,Apple Core Pokemon,0.2,0.5,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260,1 Defense,255,50,52,Erratic,Dragon ,Grass,50,50,20,Ordinary
841,애프룡,8,Grass,Dragon,Apple Wing Pokemon,0.3,1,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485,2 Attack,45,50,170,Erratic,Dragon ,Grass,50,50,20,Ordinary
842,단지래플,8,Grass,Dragon,Apple Nectar Pokemon,0.4,13,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485,2 HP,45,50,170,Erratic,Dragon ,Grass,50,50,20,Ordinary
843,모래뱀,8,Ground,,Sand Snake Pokemon,2.2,7.6,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,315,1 Defense,255,50,63,Medium Fast,Dragon ,Field,50,50,20,Ordinary
844,사다이사,8,Ground,,Sand Snake Pokemon,3.8,65.5,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510,2 Defense,120,50,179,Medium Fast,Dragon ,Field,50,50,20,Ordinary
845,윽우지,8,Flying,Water,Gulp Pokemon,0.8,18,Gulp Missile,,,70,85,55,85,95,85,475,2 Sp. Def,45,50,166,Medium Fast,Flying ,Water 1,50,50,20,Ordinary
846,찌로꼬치,8,Water,,Rush Pokemon,0.5,1,Swift Swim,Propeller Tail,,41,63,40,40,30,66,280,1 Speed,255,50,56,Slow,Water 2,,50,50,20,Ordinary
847,꼬치조,8,Water,,Skewer Pokemon,1.3,30,Swift Swim,Propeller Tail,,61,123,60,60,50,136,490,2 Speed,60,50,172,Slow,Water 2,,50,50,20,Ordinary
848,일레즌,8,Electric,Poison,Baby Pokemon,0.4,11,Rattled,Static,Klutz,40,38,35,54,35,40,242,1 Sp. Atk,75,50,48,Medium Slow,Undiscovered,,50,50,25,Baby Pokemon
849,스트린더,8,Electric,Poison,Punk Pokemon,1.6,40,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,2 Sp. Atk,45,50,176,Medium Slow,Human-Like,,50,50,25,Ordinary
850,태우지네,8,Fire,Bug,Radiator Pokemon,0.7,1,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305,1 Attack,190,50,61,Medium Fast,Bug,,50,50,20,Ordinary
851,다태우지네,8,Fire,Bug,Radiator Pokemon,3,120,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,2 Attack,75,50,184,Medium Fast,Bug,,50,50,20,Ordinary
852,때때무노,8,Fighting,,Tantrum Pokemon,0.6,4,Limber,Technician,,50,68,60,50,50,32,310,1 Attack,180,50,62,Medium Slow,Human-Like ,Water 1,50,50,25,Ordinary
853,케오퍼스,8,Fighting,,Tantrum Pokemon,1.6,39,Limber,Technician,,80,118,90,70,80,42,480,2 Attack,45,50,168,Medium Slow,Human-Like ,Water 1,50,50,25,Ordinary
854,데인차,8,Ghost,,Black Tea Pokemon,0.1,0.2,Weak Armor,Cursed Body,,40,45,45,74,54,50,308,1 Sp. Atk,120,50,62,Medium Fast,Amorphous ,Mineral,,,20,Ordinary
855,포트데스,8,Ghost,,Black Tea Pokemon,0.2,0.4,Weak Armor,Cursed Body,,60,65,65,134,114,70,508,2 Sp. Atk,60,50,178,Medium Fast,Amorphous ,Mineral,,,20,Ordinary
856,몸지브림,8,Psychic,,Calm Pokemon,0.4,3.4,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,265,1 Sp. Atk,235,50,53,Slow,Fairy,,0,100,20,Ordinary
857,손지브림,8,Psychic,,Serene Pokemon,0.6,4.8,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,370,2 Sp. Atk,120,50,130,Slow,Fairy,,0,100,20,Ordinary
858,브리무음,8,Psychic,Fairy,Silent Pokemon,2.1,5.1,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,3 Sp. Atk,45,50,255,Slow,Fairy,,0,100,20,Ordinary
859,메롱꿍,8,Dark,Fairy,Wily Pokemon,0.4,5.5,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,1 Sp. Atk,255,50,53,Medium Fast,Fairy ,Human-Like,100,0,20,Ordinary
860,쏘겨모,8,Dark,Fairy,Devious Pokemon,0.8,12.5,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,2 Sp. Atk,120,50,130,Medium Fast,Fairy ,Human-Like,100,0,20,Ordinary
861,오롱털,8,Dark,Fairy,Bulk Up Pokemon,1.5,61,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,3 Attack,45,50,255,Medium Fast,Fairy ,Human-Like,100,0,20,Ordinary
862,가로막구리,8,Dark,Normal,Blocking Pokemon,1.6,46,Reckless,Guts,Defiant,93,90,101,60,81,95,520,3 Defense,45,50,260,Medium Fast,Field,,50,50,15,Ordinary
863,나이킹,8,Steel,,Viking Pokemon,0.8,28,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440,2 Attack,90,50,154,Medium Fast,Field,,50,50,20,Ordinary
864,산호르곤,8,Ghost,,Coral Pokemon,1,0.4,Weak Armor,Perish Body,,60,95,50,145,130,30,510,2 Sp. Atk,30,50,179,Fast,Water 1 ,Water 3,25,75,20,Ordinary
865,창파나이트,8,Fighting,,Wild Duck Pokemon,0.8,117,Steadfast,Scrappy,,62,135,95,68,82,65,507,2 Attack,45,50,177,Medium Fast,Field ,Flying,50,50,20,Ordinary
866,마임꽁꽁,8,Ice,Psychic,Comedian Pokemon,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520,3 Sp. Atk,45,50,182,Medium Fast,Human-Like,,50,50,25,Ordinary
867,데스판,8,Ground,Ghost,Grudge Pokemon,1.6,66.6,Wandering Spirit,,,58,95,145,50,105,30,483,2 Defense,90,50,169,Medium Fast,Amorphous ,Mineral,50,50,25,Ordinary
868,마빌크,8,Fairy,,Cream Pokemon,0.2,0.3,Sweet Veil,Aroma Veil,,45,40,40,50,61,34,270,1 Sp. Def,200,50,54,Medium Fast,Amorphous ,Fairy,0,100,20,Ordinary
869,마휘핑,8,Fairy,,Cream Pokemon,0.3,0.5,Sweet Veil,Aroma Veil,,65,60,75,110,121,64,495,2 Sp. Def,100,50,173,Medium Fast,Amorphous ,Fairy,0,100,20,Ordinary
870,대여르,8,Fighting,,Formation Pokemon,3,62,Battle Armor,Defiant,,65,100,100,70,60,75,470,"2 Attack, 1 Sp. Def",45,50,165,Medium Fast,Fairy ,Mineral,,,25,Ordinary
871,찌르성게,8,Electric,,Sea Urchin Pokemon,0.3,1,Lightning Rod,Electric Surge,,48,101,95,91,85,15,435,2 Attack,75,50,152,Medium Fast,Amorphous ,Water 1,50,50,20,Ordinary
872,누니머기,8,Ice,Bug,Worm Pokemon,0.3,3.8,Shield Dust,Ice Scales,,30,25,35,45,30,20,185,1 Sp. Atk,190,50,37,Medium Fast,Bug,,50,50,20,Ordinary
873,모스노우,8,Ice,Bug,Frost Moth Pokemon,1.3,42,Shield Dust,Ice Scales,,70,65,60,125,90,65,475,2 Sp. Atk,75,50,166,Medium Fast,Bug,,50,50,20,Ordinary
874,돌헨진,8,Rock,,Big Rock Pokemon,2.5,520,Power Spot,,,100,125,135,20,20,70,470,2 Defense,60,50,165,Slow,Mineral,,50,50,25,Ordinary
875,빙큐보,8,Ice,,Penguin Pokemon,1.4,89,Ice Face,,,75,80,110,65,90,50,470,2 Defense,60,50,165,Slow,Field ,Water 1,50,50,25,Ordinary
876,에써르,8,Psychic,Normal,Emotion Pokemon,0.9,28,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,475,2 Sp. Atk,30,140,166,Fast,Fairy,,100,0,40,Ordinary
877,모르페코,8,Electric,Dark,Two-Sided Pokemon,0.3,3,Hunger Switch,,,58,95,58,70,58,97,436,2 Speed,180,50,153,Medium Fast,Fairy ,Field,50,50,10,Ordinary
878,끼리동,8,Steel,,Copperderm Pokemon,1.2,100,Sheer Force,Heavy Metal,,72,80,49,40,49,40,330,1 Attack,190,50,66,Medium Fast,Field ,Mineral,50,50,25,Ordinary
879,대왕끼리동,8,Steel,,Copperderm Pokemon,3,650,Sheer Force,Heavy Metal,,122,130,69,80,69,30,500,2 Attack,90,50,175,Medium Fast,Field ,Mineral,50,50,25,Ordinary
880,파치래곤,8,Electric,Dragon,Fossil Pokemon,1.8,190,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,505,2 Attack,45,50,177,Slow,Undiscovered,,,,35,Fossil
881,파치르돈,8,Electric,Ice,Fossil Pokemon,2.3,150,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,505,2 Attack,45,50,177,Slow,Undiscovered,,,,35,Fossil
882,어래곤,8,Water,Dragon,Fossil Pokemon,2.3,215,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,505,2 Defense,45,50,177,Slow,Undiscovered,,,,35,Fossil
883,어치르돈,8,Water,Ice,Fossil Pokemon,2,175,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,505,2 Defense,45,50,177,Slow,Undiscovered,,,,35,Fossil
884,두랄루돈,8,Steel,Dragon,Alloy Pokemon,1.8,40,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535,2 Sp. Atk,45,50,187,Medium Fast,Dragon ,Mineral,50,50,30,Ordinary
885,드라꼰,8,Dragon,Ghost,Lingering Pokemon,0.5,2,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,270,1 Speed,45,50,54,Slow,Amorphous ,Dragon,50,50,40,Ordinary
886,드래런치,8,Dragon,Ghost,Caretaker Pokemon,1.4,11,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,410,2 Speed,45,50,144,Slow,Amorphous ,Dragon,50,50,40,Ordinary
887,드래펄트,8,Dragon,Ghost,Stealth Pokemon,3,50,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,600,3 Speed,45,50,300,Slow,Amorphous ,Dragon,50,50,40,Ordinary
888,자시안,8,Fairy,,Warrior Pokemon,2.8,110,Intrepid Sword,,,92,120,115,80,115,138,660,3 Speed,10,0,330,Slow,Undiscovered,,,,120,Legendary
889,자마젠타,8,Fighting,,Warrior Pokemon,2.9,210,Dauntless Shield,,,92,120,115,80,115,138,660,3 Speed,10,0,330,Slow,Undiscovered,,,,120,Legendary
890,무한다이노,8,Poison,Dragon,Gigantic Pokemon,20,950,Pressure,,,140,85,95,145,95,130,690,3 HP,255,0,345,Slow,Undiscovered,,,,120,Legendary
891,치고마,8,Fighting,,Wushu Pokemon,0.6,12,Inner Focus,,,60,90,60,53,50,72,385,1 Attack,3,50,77,Slow,Undiscovered,,87.5,12.5,120,Legendary
892,우라오스,8,Fighting,Dark,Wushu Pokemon,1.9,105,Unseen Fist,,,100,130,100,63,60,97,550,3 Attack,3,50,275,Slow,Undiscovered,,87.5,12.5,120,Legendary
893,자루도,8,Dark,Grass,Rogue Monkey Pokemon,1.8,70,Leaf Guard,,,105,120,105,70,95,105,600,3 Attack,3,0,300,Slow,Undiscovered,,,,120,Mythical
894,레지에레키,8,Electric,,Electron Pokemon,1.2,145,Transistor,,,80,100,50,100,50,200,580,3 Speed,3,35,290,Slow,Undiscovered,,,,120,Legendary
895,레지드래고,8,Dragon,,Dragon Orb Pokemon,2.1,200,Dragon's Maw,,,200,100,50,100,50,80,580,3 HP,3,35,290,Slow,Undiscovered,,,,120,Legendary
896,블리자포스,8,Ice,,Wild Horse Pokemon,2.2,800,Chilling Neigh,,,100,145,130,65,110,30,580,3 Attack,3,35,290,Slow,Undiscovered,,,,120,Legendary
897,레이스포스,8,Ghost,,Swift Horse Pokemon,2,44.5,Grim Neigh,,,100,65,60,145,80,130,580,3 Sp. Atk,3,35,290,Slow,Undiscovered,,,,120,Legendary
898,버드렉스,8,Psychic,Grass,King Pokemon,1.1,7.7,Unnerve,,,100,80,80,80,80,80,500,3 HP,3,100,250,Slow,Undiscovered,,,,120,Legendary
899,신비록,8,Normal,Psychic,Big Horn Pokemon,1.8,95.1,Intimidate,Frisk,Sap Sipper,103,105,72,105,75,65,525,"1 Attack, 1 Sp. Atk",45,50,263,Slow,Field,,50,50,20,Ordinary
900,사마자르,8,Bug,Rock,Axe Pokemon,1.8,89,Swarm,Sheer Force,Sharpness,70,135,95,45,70,85,500,3 Attack,15,50,175,Medium Fast,Bug,,50,50,20,Ordinary
901,다투곰,8,Ground,Normal,Peat Pokemon,2.4,290,Guts,Bulletproof,Unnerve,130,140,105,45,80,50,550,3 Attack,20,50,275,Medium Fast,Field,,50,50,20,Ordinary
902,대쓰여너,8,Water,Ghost,Big Fish Pokemon,3,110,Swift Swim,Adaptability,Mold Breaker,120,112,65,80,75,78,530,3 HP,45,50,265,Medium Fast,Water 2,,100,0,20,Ordinary
903,포푸니크,8,Fighting,Poison,Free Climb Pokemon,1.3,43,Pressure,Unburden,Poison Touch,80,130,60,40,80,120,510,2 Attack,20,50,102,Medium Slow,Field,,50,50,20,Ordinary
904,장침바루,8,Dark,Poison,Pin Cluster Pokemon,2.5,60.5,Poison Point,Swift Swim,Intimidate,85,115,95,65,65,85,510,2 Attack,45,50,179,Medium Fast,Water 2,,50,50,20,Ordinary
905,러브로스,8,Fairy,Flying,Love-Hate Pokemon,1.6,48,Cute Charm,Contrary,,74,115,70,135,80,106,580,3 Sp. Atk,3,50,116,Slow,Undiscovered,,0,100,20,Legendary
906,나오하,9,Grass,,Grass Cat Pokemon,0.4,4.1,Overgrow,Protean,,40,61,54,45,45,65,310,1 Speed,45,50,62,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
907,나로테,9,Grass,,Grass Cat Pokemon,0.9,12.2,Overgrow,Protean,,61,80,63,60,63,83,410,2 Speed,45,50,144,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
908,마스카나,9,Grass,Dark,Magician Pokemon,1.5,31.2,Overgrow,Protean,,76,110,70,81,70,123,530,3 Speed,45,50,265,Medium Slow,Field ,Grass,87.5,12.5,20,Ordinary
909,뜨아거,9,Fire,,Fire Croc Pokemon,0.4,9.8,Blaze,Unaware,,67,45,59,63,40,36,310,1 HP,45,50,62,Medium Slow,Field,,87.5,12.5,20,Ordinary
910,악뜨거,9,Fire,,Fire Croc Pokemon,1,30.7,Blaze,Unaware,,81,55,78,90,58,49,411,2 Sp. Atk,45,50,144,Medium Slow,Field,,87.5,12.5,20,Ordinary
911,라우드본,9,Fire,Ghost,Singer Pokemon,1.6,326.5,Blaze,Unaware,,104,75,100,110,75,66,530,3 Sp. Atk,45,50,265,Medium Slow,Field,,87.5,12.5,20,Ordinary
912,꾸왁스,9,Water,,Duckling Pokemon,0.5,6.1,Torrent,Moxie,,55,65,45,50,45,50,310,1 Attack,45,50,62,Medium Slow,Flying ,Water 1,87.5,12.5,20,Ordinary
913,아꾸왁,9,Water,,Practicing Pokemon,1.2,21.5,Torrent,Moxie,,70,85,65,65,60,65,410,2 Attack,45,50,144,Medium Slow,Flying ,Water 1,87.5,12.5,20,Ordinary
914,웨이니발,9,Water,Fighting,Dancer Pokemon,1.8,61.9,Torrent,Moxie,,85,120,80,85,75,85,530,3 Attack,45,50,265,Medium Slow,Flying ,Water 1,87.5,12.5,20,Ordinary
915,맛보돈,9,Normal,,Hog Pokemon,0.5,10.2,Aroma Veil,Gluttony,Thick Fat,54,45,40,35,45,35,254,1 HP,255,50,51,Medium Fast,Field,,50,50,15,Ordinary
916,퍼퓨돈,9,Normal,,Hog Pokemon,1,120,Lingering Aroma,Gluttony,Thick Fat,110,100,75,59,80,65,489,2 HP,100,50,171,Medium Fast,Field,,100,0,15,Ordinary
917,타랜툴라,9,Bug,,String Ball Pokemon,0.3,4,Insomnia,Stakeout,,35,41,45,29,40,20,210,1 Defense,255,50,42,Erratic,Bug,,50,50,15,Ordinary
918,트래피더,9,Bug,,Trap Pokemon,1,16.5,Insomnia,Stakeout,,60,79,92,52,86,35,404,2 Defense,120,50,141,Erratic,Bug,,50,50,15,Ordinary
919,콩알뚜기,9,Bug,,Grasshopper Pokemon,0.2,1,Swarm,Tinted Lens,,33,46,40,21,25,45,210,1 Attack,190,20,42,Medium Fast,Bug,,50,50,20,Ordinary
920,엑스레그,9,Bug,Dark,Grasshopper Pokemon,1,17.5,Swarm,Tinted Lens,,71,102,78,52,55,92,450,2 Attack,30,0,158,Medium Fast,Bug,,50,50,20,Ordinary
921,빠모,9,Electric,,Mouse Pokemon,0.3,2.5,Static,Natural Cure,Iron Fist,45,50,20,40,25,60,240,1 Speed,190,50,48,Medium Fast,Field,,50,50,15,Ordinary
922,빠모트,9,Electric,Fighting,Mouse Pokemon,0.4,6.5,Volt Absorb,Natural Cure,Iron Fist,60,75,40,50,40,85,350,2 Speed,80,50,123,Medium Fast,Field,,50,50,15,Ordinary
923,빠르모트,9,Electric,Fighting,Hands-On Pokemon,0.9,41,Volt Absorb,Natural Cure,Iron Fist,70,115,70,70,60,105,490,3 Attack,45,50,245,Medium Fast,Field,,50,50,15,Ordinary
924,두리쥐,9,Normal,,Couple Pokemon,0.3,1.8,Run Away,Pickup,Own Tempo,50,50,45,40,45,75,305,1 Speed,150,50,61,Fast,Fairy ,Field,,,10,Ordinary
925,파밀리쥐,9,Normal,,Family Pokemon,0.3,2.8,Friend Guard,Cheek Pouch,Technician,74,75,70,65,75,111,470,2 Speed,75,50,165,Fast,Fairy ,Field,,,10,Ordinary
926,쫀도기,9,Fairy,,Puppy Pokemon,0.3,10.9,Own Tempo,Klutz,,37,55,70,30,55,65,312,1 Speed,190,50,62,Medium Slow,Field ,Mineral,50,50,20,Ordinary
927,바우첼,9,Fairy,,Dog Pokemon,0.5,14.9,Well-Baked Body,Aroma Veil,,57,80,115,50,80,95,477,2 Speed,90,50,167,Medium Slow,Field ,Mineral,50,50,20,Ordinary
928,미니브,9,Grass,Normal,Olive Pokemon,0.3,6.5,Early Bird,Harvest,,41,35,45,58,51,30,260,1 Sp. Atk,255,50,52,Medium Slow,Grass,,50,50,20,Ordinary
929,올리뇨,9,Grass,Normal,Olive Pokemon,0.6,11.9,Early Bird,Harvest,,52,53,60,78,78,33,354,2 Sp. Atk,120,50,124,Medium Slow,Grass,,50,50,20,Ordinary
930,올리르바,9,Grass,Normal,Olive Pokemon,1.4,48.2,Seed Sower,Harvest,,78,69,90,125,109,39,510,3 Sp. Atk,45,50,255,Medium Slow,Grass,,50,50,20,Ordinary
931,시비꼬,9,Normal,Flying,Parrot Pokemon,0.6,2.4,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,1 Attack,190,50,146,Erratic,Flying,,50,50,15,Ordinary
932,베베솔트,9,Rock,,Rock Salt Pokemon,0.4,16,Purifying Salt,Sturdy,Clear Body,55,55,75,35,35,25,280,1 Defense,255,50,56,Medium Slow,Mineral,,50,50,20,Ordinary
933,스태솔트,9,Rock,,Rock Salt Pokemon,0.6,105,Purifying Salt,Sturdy,Clear Body,60,60,100,35,65,35,355,2 Defense,120,50,124,Medium Slow,Mineral,,50,50,20,Ordinary
934,콜로솔트,9,Rock,,Rock Salt Pokemon,2.3,240,Purifying Salt,Sturdy,Clear Body,100,100,130,45,90,35,500,3 Defense,45,50,250,Medium Slow,Mineral,,50,50,20,Ordinary
935,카르본,9,Fire,,Fire Child Pokemon,0.6,10.5,Flash Fire,Flame Body,,40,50,40,50,40,35,255,1 Sp. Atk,90,50,51,Slow,Human-Like,,50,50,35,Ordinary
936,카디나르마,9,Fire,Psychic,Fire Warrior Pokemon,1.5,85,Flash Fire,Weak Armor,,85,60,100,125,80,75,525,2 Sp. Atk,25,20,263,Slow,Human-Like,,50,50,35,Ordinary
937,파라블레이즈,9,Fire,Ghost,Fire Blades Pokemon,1.6,62,Flash Fire,Weak Armor,,75,125,80,60,100,85,525,2 Attack,25,20,263,Slow,Human-Like,,50,50,35,Ordinary
938,빈나두,9,Electric,,EleTadpole Pokemon,0.3,0.4,Own Tempo,Static,Damp,61,31,41,59,35,45,272,1 HP,190,50,54,Medium Fast,Water 1,,50,50,20,Ordinary
939,찌리배리,9,Electric,,EleFrog Pokemon,1.2,113,Electromorphosis,Static,Damp,109,64,91,103,83,45,495,2 HP,50,50,173,Medium Fast,Water 1,,50,50,20,Ordinary
940,찌리비,9,Electric,Flying,Storm Petrel Pokemon,0.4,3.6,Wind Power,Volt Absorb,Competitive,40,40,35,55,40,70,280,1 Speed,180,50,56,Medium Slow,Flying ,Water 1,50,50,20,Ordinary
941,찌리비크,9,Electric,Flying,Frigatebird Pokemon,1.4,38.6,Wind Power,Volt Absorb,Competitive,70,70,60,105,60,125,490,2 Speed,90,50,172,Medium Slow,Flying ,Water 1,50,50,20,Ordinary
942,오라티프,9,Dark,,Rascal Pokemon,0.5,16,Intimidate,Run Away,Stakeout,60,78,60,40,51,51,340,1 Attack,150,50,68,Medium Slow,Field,,50,50,20,Ordinary
943,마피티프,9,Dark,,Boss Pokemon,1.1,61,Intimidate,Guard Dog,Stakeout,80,120,90,60,70,85,505,2 Attack,75,50,177,Medium Slow,Field,,50,50,20,Ordinary
944,땃쭈르,9,Poison,Normal,Toxic Mouse Pokemon,0.2,0.7,Unburden,Pickpocket,Prankster,40,65,35,40,35,75,290,1 Speed,190,50,58,Medium Slow,Field,,50,50,20,Ordinary
945,태깅구르,9,Poison,Normal,Toxic Monkey Pokemon,0.7,27.2,Unburden,Poison Touch,Prankster,63,95,65,80,72,110,485,2 Speed,90,50,170,Medium Slow,Field,,50,50,20,Ordinary
946,그푸리,9,Grass,Ghost,Tumbleweed Pokemon,0.6,0.6,Wind Rider,Infiltrator,,40,65,30,45,35,60,275,1 Attack,190,50,55,Medium Fast,Grass,,50,50,20,Ordinary
947,공푸리,9,Grass,Ghost,Tumbleweed Pokemon,1.2,6,Wind Rider,Infiltrator,,55,115,70,80,70,90,480,2 Attack,45,50,168,Medium Fast,Grass,,50,50,20,Ordinary
948,들눈해,9,Ground,Grass,Woodear Pokemon,0.9,33,Mycelium Might,,,40,40,35,50,100,70,335,1 Sp. Def,190,50,67,Medium Slow,Grass,,50,50,20,Ordinary
